Model,Broad.phase.of.flight,Weather.Condition,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Year
DGA-15P,Landing,VMC,0.0,0.0,0.0,2.0,2006
SR-20,Landing,VMC,0.0,0.0,0.0,1.0,2006
172S,Landing,VMC,0.0,0.0,0.0,1.0,2006
182T,Landing,VMC,0.0,0.0,0.0,1.0,2006
AT-502,Climb,VMC,0.0,0.0,0.0,1.0,2006
208B,Unknown,VMC,3.0,0.0,0.0,0.0,2006
G-164B,Takeoff,VMC,0.0,0.0,1.0,0.0,2006
Discus B,Maneuvering,VMC,0.0,1.0,0.0,0.0,2006
C24R,Landing,VMC,0.0,0.0,0.0,1.0,2006
PA-34-220T,Unknown,VMC,1.0,2.0,2.0,0.0,2006
172N,Taxi,VMC,0.0,0.0,0.0,2.0,2006
P68,Takeoff,VMC,0.0,2.0,3.0,0.0,2006
CL-600-2D24,Taxi,VMC,0.0,0.0,0.0,89.0,2006
172S,Taxi,VMC,0.0,0.0,0.0,2.0,2006
PA-44-180,Go-around,VMC,0.0,0.0,0.0,2.0,2006
H-250,Landing,VMC,0.0,0.0,1.0,1.0,2006
RV-6,Takeoff,VMC,1.0,1.0,0.0,0.0,2006
172N,Landing,VMC,0.0,0.0,0.0,1.0,2006
AT-802A,Maneuvering,VMC,0.0,0.0,1.0,0.0,2006
206B,Approach,VMC,0.0,0.0,0.0,4.0,2006
R44 Raven II,Cruise,VMC,2.0,0.0,0.0,0.0,2006
PA-28-181,Unknown,VMC,0.0,0.0,0.0,0.0,2006
A-300-B4,Unknown,VMC,0.0,0.0,0.0,2.0,2006
172D,Landing,VMC,0.0,0.0,0.0,1.0,2006
182L,Takeoff,VMC,0.0,0.0,1.0,0.0,2006
R44 Raven II,Cruise,VMC,0.0,0.0,0.0,1.0,2006
A188B,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
SGS 1-26D,Takeoff,VMC,1.0,0.0,0.0,0.0,2006
PA-28-181,Landing,VMC,0.0,0.0,1.0,0.0,2006
PA-22-150,Landing,VMC,0.0,0.0,0.0,2.0,2006
269B,Cruise,VMC,0.0,0.0,0.0,1.0,2006
A320,Unknown,IMC,113.0,0.0,0.0,0.0,2006
C 24R,Unknown,VMC,2.0,0.0,0.0,0.0,2006
B737-800,Unknown,VMC,0.0,0.0,0.0,0.0,2006
Renegade,Cruise,VMC,0.0,0.0,0.0,1.0,2006
269C,Cruise,VMC,0.0,0.0,2.0,0.0,2006
Glasair III,Approach,VMC,0.0,0.0,1.0,0.0,2006
206B3,Cruise,VMC,0.0,0.0,2.0,0.0,2006
T211,Approach,VMC,0.0,0.0,0.0,1.0,2006
B727-200,Unknown,VMC,0.0,0.0,0.0,0.0,2006
Barracuda,Cruise,VMC,0.0,0.0,0.0,1.0,2006
BAE125-800A,Other,VMC,0.0,0.0,6.0,0.0,2006
Rutan Defiant,Landing,VMC,0.0,0.0,0.0,1.0,2006
182F,Approach,VMC,0.0,0.0,0.0,1.0,2006
PA-28-180,Takeoff,VMC,0.0,0.0,3.0,0.0,2006
BE23,Landing,VMC,0.0,0.0,0.0,1.0,2006
EC120B,Climb,VMC,0.0,0.0,1.0,0.0,2006
C172S,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
B737-200,Unknown,VMC,0.0,0.0,3.0,4.0,2006
HX-1 Wasp,Landing,VMC,0.0,1.0,0.0,0.0,2006
152,Landing,VMC,0.0,1.0,0.0,0.0,2006
150G,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
GT-400,Takeoff,VMC,0.0,1.0,0.0,0.0,2006
E75,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
PA-18-150,Landing,VMC,0.0,0.0,0.0,1.0,2006
PA-28-161,Taxi,VMC,0.0,0.0,0.0,2.0,2006
Glassair III,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
170B,Landing,VMC,0.0,0.0,0.0,2.0,2006
150M,Go-around,VMC,0.0,0.0,2.0,0.0,2006
421B,Landing,VMC,0.0,2.0,0.0,0.0,2006
Lancair IV-P Turbine,Landing,VMC,0.0,0.0,0.0,1.0,2006
C23,Takeoff,VMC,0.0,2.0,0.0,0.0,2006
150L,Landing,VMC,0.0,0.0,1.0,0.0,2006
182Q,Landing,VMC,0.0,0.0,0.0,1.0,2006
A-1,Takeoff,VMC,0.0,0.0,1.0,0.0,2006
Antares MA-33,Approach,VMC,0.0,0.0,1.0,0.0,2006
PA-23-250,Maneuvering,IMC,2.0,0.0,0.0,0.0,2006
310C,Landing,VMC,0.0,0.0,0.0,2.0,2006
47G-2,Maneuvering,VMC,0.0,0.0,1.0,0.0,2006
PA-28-180,Descent,VMC,0.0,0.0,1.0,0.0,2006
PA-18,Approach,VMC,0.0,0.0,0.0,2.0,2006
Lancair IV-P,Takeoff,VMC,2.0,0.0,0.0,0.0,2006
R-44,Landing,VMC,0.0,0.0,0.0,1.0,2006
PA60-602P,Maneuvering,IMC,2.0,0.0,0.0,0.0,2006
152,Approach,VMC,0.0,0.0,1.0,1.0,2006
G-164A,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
PA-30,Landing,VMC,0.0,0.0,0.0,3.0,2006
EMB-145-LR,Standing,IMC,0.0,0.0,1.0,51.0,2006
PA-46-350P,Landing,VMC,0.0,0.0,0.0,4.0,2006
269C,Landing,VMC,0.0,0.0,0.0,2.0,2006
150L,Takeoff,VMC,2.0,0.0,0.0,0.0,2006
17-A30,Climb,VMC,0.0,0.0,0.0,1.0,2006
R44,Takeoff,VMC,0.0,4.0,1.0,0.0,2006
145LR,Maneuvering,IMC,0.0,1.0,0.0,45.0,2006
Avid Flyer,Approach,VMC,0.0,0.0,0.0,1.0,2006
172S,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
414A,Approach,VMC,0.0,0.0,0.0,2.0,2006
320,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
J3C-65,Cruise,VMC,0.0,0.0,1.0,1.0,2006
A-1A,Taxi,VMC,0.0,0.0,0.0,1.0,2006
207,Standing,VMC,0.0,0.0,0.0,3.0,2006
Skybolt,Maneuvering,VMC,1.0,0.0,0.0,0.0,2006
269C,Landing,VMC,0.0,0.0,0.0,2.0,2006
Avid Magnum,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
Rans S-18 Stinger,Landing,VMC,1.0,0.0,0.0,0.0,2006
G-164B,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
PA-28-161,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
AS350-B3,Landing,VMC,0.0,1.0,1.0,0.0,2006
525,Landing,VMC,0.0,0.0,0.0,7.0,2006
152,Descent,VMC,0.0,0.0,1.0,0.0,2006
R172E (T-41C),Standing,VMC,0.0,0.0,0.0,1.0,2006
757-222,Takeoff,VMC,0.0,0.0,0.0,189.0,2006
M20G,Takeoff,VMC,0.0,2.0,0.0,0.0,2006
T210L,Takeoff,VMC,0.0,1.0,1.0,0.0,2006
210J,Cruise,VMC,0.0,0.0,1.0,0.0,2006
150M,Landing,VMC,0.0,0.0,0.0,2.0,2006
172S,Landing,VMC,0.0,0.0,0.0,1.0,2006
S2R,Maneuvering,VMC,1.0,1.0,0.0,0.0,2006
G-164A,Cruise,VMC,1.0,1.0,0.0,0.0,2006
Evans VP-1,Takeoff,VMC,0.0,0.0,1.0,0.0,2006
BE33,Landing,VMC,0.0,0.0,0.0,2.0,2006
PA28-140,Landing,VMC,0.0,0.0,0.0,1.0,2006
S-2R,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
T210L,Landing,VMC,0.0,1.0,2.0,0.0,2006
MD-83,Go-around,VMC,0.0,0.0,0.0,145.0,2006
369A,Landing,VMC,0.0,0.0,0.0,2.0,2006
415-C,Maneuvering,VMC,0.0,0.0,2.0,0.0,2006
PA-24-250,Cruise,VMC,0.0,0.0,0.0,1.0,2006
PA-38-112,Takeoff,VMC,0.0,0.0,1.0,0.0,2006
H-250,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
PA-18,Cruise,VMC,0.0,0.0,0.0,3.0,2006
R-44,Landing,VMC,0.0,0.0,0.0,2.0,2006
S2R-T34,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
172M,Landing,VMC,0.0,0.0,0.0,4.0,2006
A185F,Landing,VMC,0.0,0.0,0.0,2.0,2006
A75,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
PA-28-161,Takeoff,VMC,0.0,0.0,2.0,2.0,2006
150M,Cruise,VMC,0.0,0.0,0.0,1.0,2006
SR22,Landing,VMC,0.0,1.0,0.0,3.0,2006
415C,Approach,VMC,0.0,0.0,1.0,0.0,2006
210G,Unknown,VMC,0.0,0.0,0.0,1.0,2006
170B,Takeoff,VMC,0.0,0.0,0.0,3.0,2006
P210N,Cruise,VMC,0.0,0.0,0.0,1.0,2006
A75-L3,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
DHC-2,Takeoff,VMC,0.0,3.0,3.0,0.0,2006
Z-120,Landing,VMC,0.0,1.0,0.0,4.0,2006
150F,Approach,VMC,2.0,0.0,0.0,0.0,2006
PA-32-260,Landing,VMC,0.0,0.0,0.0,3.0,2006
47-G5,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
MX-7-180B,Landing,VMC,0.0,0.0,0.0,1.0,2006
Rutan Long-Ez,Approach,VMC,0.0,0.0,0.0,1.0,2006
172SP,Landing,VMC,0.0,0.0,0.0,1.0,2006
172L,Landing,VMC,0.0,0.0,0.0,1.0,2006
J-3,Landing,VMC,0.0,0.0,0.0,2.0,2006
180,Landing,VMC,0.0,0.0,0.0,1.0,2006
172S,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
M20E,Takeoff,VMC,0.0,2.0,0.0,0.0,2006
PA-28-280,Takeoff,VMC,0.0,0.0,0.0,3.0,2006
Velocity Jet 900,Approach,VMC,0.0,0.0,1.0,0.0,2006
1124,Unknown,VMC,0.0,0.0,5.0,3.0,2006
152,Landing,VMC,0.0,0.0,0.0,2.0,2006
SZD 51-1 Junior,Approach,VMC,0.0,0.0,1.0,0.0,2006
150M,Unknown,VMC,2.0,0.0,0.0,0.0,2006
P92 Super Echo,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
PA-28R-200,Takeoff,VMC,0.0,0.0,0.0,4.0,2006
MT-7-235,Landing,VMC,0.0,0.0,0.0,2.0,2006
180,Landing,VMC,0.0,0.0,0.0,1.0,2006
PA-28-151,Takeoff,VMC,0.0,1.0,2.0,0.0,2006
PA-28-140,Takeoff,VMC,0.0,0.0,1.0,1.0,2006
A-1B,Maneuvering,VMC,2.0,0.0,0.0,0.0,2006
150M,Approach,VMC,0.0,0.0,0.0,2.0,2006
269A,Maneuvering,VMC,0.0,0.0,0.0,2.0,2006
G-44,Landing,VMC,0.0,0.0,0.0,2.0,2006
ASW-24,Cruise,VMC,0.0,0.0,0.0,1.0,2006
BC12-D,Taxi,VMC,0.0,0.0,0.0,1.0,2006
B36TC,Landing,VMC,0.0,0.0,2.0,0.0,2006
T182T,Cruise,IMC,3.0,0.0,0.0,0.0,2006
A23,Landing,VMC,0.0,0.0,0.0,1.0,2006
Avid Flyer,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
SGS 1-35,Approach,VMC,1.0,0.0,0.0,0.0,2006
C-172N,Landing,VMC,0.0,0.0,1.0,3.0,2006
369HS,Maneuvering,VMC,0.0,0.0,2.0,0.0,2006
R-22,Maneuvering,VMC,0.0,0.0,0.0,2.0,2006
HK 36 TTC,Approach,VMC,0.0,0.0,0.0,1.0,2006
R44,Landing,VMC,0.0,0.0,1.0,1.0,2006
R44,Maneuvering,VMC,0.0,2.0,1.0,0.0,2006
269A,Cruise,VMC,1.0,0.0,0.0,0.0,2006
PA-12,Landing,VMC,0.0,0.0,0.0,1.0,2006
A330,Unknown,VMC,0.0,0.0,0.0,221.0,2006
T210N,Maneuvering,VMC,0.0,1.0,0.0,0.0,2006
AS-350BA,Cruise,VMC,0.0,0.0,2.0,0.0,2006
A75N1,Landing,VMC,0.0,0.0,0.0,2.0,2006
M-5-180C,Landing,VMC,0.0,0.0,0.0,1.0,2006
J3C,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
A-1,Standing,VMC,0.0,0.0,0.0,1.0,2006
AT-802,Climb,VMC,0.0,0.0,0.0,1.0,2006
M20J,Landing,VMC,0.0,0.0,0.0,4.0,2006
OH- 58C,Approach,VMC,0.0,0.0,0.0,1.0,2006
T-Bird Sport,Approach,VMC,0.0,0.0,0.0,1.0,2006
7ECA,Maneuvering,VMC,0.0,0.0,0.0,2.0,2006
R44,Cruise,VMC,0.0,0.0,0.0,2.0,2006
47G-4A,Cruise,VMC,0.0,1.0,0.0,0.0,2006
210N,Approach,VMC,1.0,0.0,0.0,0.0,2006
206H,Taxi,VMC,0.0,0.0,0.0,3.0,2006
AA-1B,Cruise,VMC,0.0,0.0,1.0,0.0,2006
Waco YMF,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
EMB-170,Takeoff,VMC,0.0,1.0,0.0,60.0,2006
Gmbh,Takeoff,VMC,0.0,0.0,1.0,1.0,2006
172R,Landing,VMC,0.0,0.0,0.0,1.0,2006
Comp Air 6,Takeoff,VMC,0.0,2.0,0.0,0.0,2006
YMF 5C,Landing,VMC,0.0,0.0,0.0,1.0,2006
EC-135P1,Approach,VMC,1.0,3.0,0.0,0.0,2006
AT-802,Unknown,IMC,1.0,0.0,0.0,0.0,2006
269D,Unknown,VMC,3.0,0.0,0.0,0.0,2006
206L-3,Standing,VMC,1.0,0.0,0.0,0.0,2006
201B,Maneuvering,VMC,0.0,0.0,1.0,0.0,2006
PA-28-236,Cruise,IMC,4.0,0.0,0.0,0.0,2006
R44,Landing,VMC,0.0,0.0,0.0,4.0,2006
206L-1,Maneuvering,VMC,0.0,0.0,3.0,4.0,2006
DHC-3T,Maneuvering,IMC,0.0,0.0,0.0,11.0,2006
S2R-600,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
AT-401,Cruise,VMC,0.0,0.0,0.0,1.0,2006
G-164B,Takeoff,VMC,0.0,0.0,1.0,0.0,2006
A36,Unknown,VMC,1.0,0.0,0.0,0.0,2006
PA-28-160,Maneuvering,VMC,0.0,1.0,0.0,0.0,2006
206G,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
S-2R,Landing,VMC,0.0,0.0,0.0,1.0,2006
Lancair 360,Approach,IMC,1.0,0.0,0.0,0.0,2006
T207A,Takeoff,VMC,0.0,0.0,0.0,7.0,2006
767-223(ER),Standing,VMC,0.0,0.0,0.0,3.0,2006
PA-23-250,Landing,VMC,0.0,0.0,0.0,2.0,2006
G-164A,Takeoff,VMC,0.0,0.0,1.0,0.0,2006
PA-23-250,Landing,VMC,0.0,0.0,0.0,2.0,2006
182,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
35A,Approach,IMC,2.0,0.0,3.0,0.0,2006
G-164B,Maneuvering,VMC,0.0,1.0,0.0,0.0,2006
SNJ-6,Cruise,VMC,0.0,0.0,0.0,2.0,2006
DO-328-300,Takeoff,VMC,0.0,0.0,1.0,7.0,2006
Pitts S-2B,Cruise,VMC,0.0,0.0,0.0,1.0,2006
PA-32R-301T,Landing,VMC,0.0,0.0,0.0,3.0,2006
G103 Twin Astir,Landing,VMC,0.0,0.0,0.0,1.0,2006
AT-401,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
PA-18-150,Taxi,VMC,0.0,0.0,0.0,2.0,2006
A185E,Landing,VMC,0.0,0.0,0.0,4.0,2006
180A,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
PA-28R-200,Cruise,VMC,0.0,0.0,0.0,2.0,2006
182R,Taxi,VMC,0.0,0.0,0.0,1.0,2006
DC10-10F,Unknown,VMC,0.0,0.0,0.0,3.0,2006
421B,Takeoff,VMC,0.0,0.0,1.0,0.0,2006
407,Unknown,VMC,0.0,0.0,0.0,2.0,2006
A36,Takeoff,VMC,0.0,0.0,0.0,4.0,2006
PA-28-180,Landing,VMC,0.0,1.0,0.0,1.0,2006
Pitts S-2B,Landing,VMC,0.0,0.0,0.0,2.0,2006
PA-20,Landing,VMC,0.0,0.0,0.0,1.0,2006
A185E,Descent,VMC,0.0,0.0,0.0,1.0,2006
Christian Eagle I,Cruise,VMC,0.0,0.0,0.0,1.0,2006
AT-502,Approach,VMC,0.0,0.0,0.0,1.0,2006
269C,Other,VMC,0.0,0.0,1.0,1.0,2006
PA-32RT-300,Landing,VMC,0.0,0.0,0.0,2.0,2006
M20M,Landing,VMC,0.0,0.0,1.0,0.0,2006
172S,Go-around,VMC,0.0,0.0,0.0,2.0,2006
206L-1,Standing,VMC,0.0,1.0,0.0,3.0,2006
R-22,Unknown,VMC,0.0,0.0,0.0,0.0,2006
182B,Maneuvering,VMC,0.0,2.0,0.0,0.0,2006
P210N,Approach,VMC,0.0,0.0,1.0,0.0,2006
747-200,Unknown,VMC,0.0,0.0,0.0,6.0,2006
H35,Takeoff,VMC,2.0,0.0,0.0,0.0,2006
TU206G,Maneuvering,IMC,2.0,0.0,0.0,0.0,2006
FH-1100,Cruise,VMC,0.0,0.0,0.0,2.0,2006
152,Maneuvering,VMC,2.0,0.0,0.0,0.0,2006
M20K,Landing,VMC,0.0,0.0,0.0,1.0,2006
Execytive 162F,Maneuvering,VMC,0.0,0.0,1.0,0.0,2006
737-300,Taxi,VMC,0.0,0.0,0.0,143.0,2006
B36TC,Cruise,VMC,1.0,0.0,0.0,0.0,2006
PA-28-140,Approach,VMC,0.0,0.0,1.0,1.0,2006
Lancair IV-P Propjet,Approach,VMC,3.0,0.0,0.0,0.0,2006
B737-400,Unknown,VMC,0.0,0.0,0.0,2.0,2006
172A,Landing,VMC,0.0,0.0,0.0,1.0,2006
Calif A-21,Takeoff,VMC,0.0,1.0,0.0,0.0,2006
R182,Landing,VMC,0.0,0.0,0.0,3.0,2006
172N,Landing,VMC,0.0,0.0,0.0,1.0,2006
PA-44-180,Unknown,VMC,0.0,0.0,0.0,2.0,2006
MD-90-30,Landing,VMC,0.0,0.0,0.0,154.0,2006
210B,Landing,VMC,0.0,0.0,0.0,2.0,2006
CH2000,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
PA-28-151,Approach,VMC,0.0,1.0,1.0,0.0,2006
Murphy Moose,Takeoff,VMC,0.0,0.0,0.0,3.0,2006
Mustang II,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
152,Maneuvering,VMC,0.0,0.0,1.0,1.0,2006
J3C-65,Takeoff,VMC,0.0,2.0,0.0,0.0,2006
LS-3,Approach,VMC,0.0,1.0,0.0,0.0,2006
Breezy,Maneuvering,VMC,0.0,1.0,0.0,0.0,2006
AX8-88,Landing,VMC,0.0,1.0,0.0,2.0,2006
210,Go-around,VMC,0.0,0.0,0.0,1.0,2006
PA-28-150,Climb,VMC,0.0,0.0,0.0,1.0,2006
737-2m2,Unknown,VMC,0.0,0.0,0.0,28.0,2006
65-A90-1,Cruise,VMC,1.0,1.0,0.0,0.0,2006
PA-32R-301T,Approach,VMC,2.0,0.0,0.0,0.0,2006
BC12-D,Maneuvering,VMC,1.0,1.0,0.0,0.0,2006
S2R-G6,Approach,VMC,0.0,0.0,0.0,1.0,2006
150M,Cruise,VMC,0.0,0.0,0.0,1.0,2006
PA-18,Landing,VMC,0.0,0.0,0.0,2.0,2006
150D,Cruise,VMC,0.0,0.0,0.0,1.0,2006
Rans S-12,Takeoff,VMC,0.0,1.0,0.0,0.0,2006
105A,Landing,VMC,0.0,0.0,0.0,2.0,2006
TU206G,Landing,VMC,0.0,0.0,0.0,4.0,2006
G-164A,Landing,VMC,0.0,0.0,1.0,0.0,2006
185F,Cruise,VMC,0.0,0.0,0.0,1.0,2006
B36TC,Approach,VMC,2.0,0.0,0.0,0.0,2006
Beechjet 400A,Cruise,VMC,0.0,0.0,0.0,2.0,2006
206L,Landing,VMC,0.0,0.0,6.0,0.0,2006
415-C,Standing,VMC,0.0,0.0,0.0,1.0,2006
B737-300,Unknown,IMC,0.0,0.0,0.0,2.0,2006
PA-18A-150,Landing,VMC,0.0,0.0,0.0,1.0,2006
B737-400,Unknown,VMC,0.0,0.0,0.0,102.0,2006
162-F,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
PA-22-108,Landing,VMC,0.0,0.0,0.0,2.0,2006
269C,Landing,VMC,0.0,0.0,0.0,2.0,2006
G-164B,Landing,VMC,0.0,0.0,0.0,1.0,2006
767-300,Standing,VMC,0.0,0.0,0.0,183.0,2006
182F,Landing,VMC,0.0,0.0,0.0,2.0,2006
PIK 20B,Descent,VMC,0.0,0.0,0.0,1.0,2006
DC-65,Takeoff,VMC,0.0,1.0,1.0,0.0,2006
177B,Descent,VMC,0.0,0.0,0.0,1.0,2006
180,Maneuvering,VMC,4.0,0.0,0.0,0.0,2006
Rotorway Exec,Maneuvering,VMC,0.0,0.0,0.0,2.0,2006
SGS 2-33A,Descent,VMC,0.0,0.0,0.0,1.0,2006
180,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
150K,Approach,VMC,0.0,0.0,1.0,1.0,2006
PA-28-140,Landing,VMC,0.0,0.0,0.0,1.0,2006
180,Maneuvering,VMC,4.0,0.0,0.0,0.0,2006
RV-8,Maneuvering,VMC,1.0,0.0,0.0,1.0,2006
PA-22-135,Landing,VMC,0.0,0.0,1.0,1.0,2006
185,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
RV-6A,Maneuvering,VMC,1.0,0.0,0.0,1.0,2006
182L,Landing,VMC,0.0,0.0,0.0,1.0,2006
182N,Landing,VMC,0.0,0.0,0.0,1.0,2006
A-1,Landing,VMC,0.0,0.0,0.0,1.0,2006
369D,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
A36,Landing,VMC,0.0,0.0,0.0,2.0,2006
RV-6A,Landing,VMC,0.0,0.0,2.0,0.0,2006
172F,Takeoff,VMC,0.0,1.0,1.0,0.0,2006
DC-9-83,Approach,VMC,0.0,0.0,0.0,136.0,2006
PA-24-250,Cruise,VMC,1.0,0.0,0.0,0.0,2006
Allegro 2000,Landing,VMC,0.0,0.0,0.0,1.0,2006
S2R-T34,Maneuvering,VMC,1.0,0.0,0.0,0.0,2006
172S,Landing,VMC,0.0,0.0,0.0,1.0,2006
182,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
185F,Takeoff,VMC,0.0,2.0,0.0,0.0,2006
415C,Approach,VMC,2.0,0.0,0.0,0.0,2006
Challenger II,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
152,Landing,VMC,0.0,0.0,0.0,1.0,2006
Sport Jet,Takeoff,VMC,0.0,1.0,1.0,0.0,2006
201B,Maneuvering,VMC,0.0,0.0,1.0,0.0,2006
R182,Descent,VMC,0.0,0.0,0.0,1.0,2006
BK 117A-3,Maneuvering,VMC,0.0,0.0,1.0,2.0,2006
172N,Maneuvering,VMC,4.0,0.0,0.0,0.0,2006
C90,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
PA-25-235,Takeoff,VMC,0.0,1.0,0.0,0.0,2006
112TCA,Cruise,VMC,0.0,0.0,1.0,1.0,2006
PA-23-250,Cruise,VMC,0.0,0.0,1.0,0.0,2006
M-20F,Climb,VMC,0.0,0.0,2.0,1.0,2006
8A,Takeoff,VMC,0.0,1.0,0.0,0.0,2006
Zenair Cricket MC-12,Approach,VMC,1.0,0.0,0.0,0.0,2006
170A,Approach,VMC,0.0,0.0,1.0,0.0,2006
PC-12/47,Maneuvering,VMC,2.0,0.0,0.0,0.0,2006
RENEGADE II,Cruise,VMC,0.0,1.0,0.0,0.0,2006
560,Landing,VMC,1.0,2.0,0.0,0.0,2006
182K,Landing,VMC,0.0,0.0,0.0,2.0,2006
T210M,Takeoff,VMC,0.0,0.0,0.0,1.0,2006
M-7-235C,Landing,VMC,0.0,0.0,0.0,2.0,2006
PA-28-140,Go-around,VMC,0.0,0.0,0.0,2.0,2006
PA-34-220T,Cruise,IMC,3.0,0.0,0.0,0.0,2006
MU-2B-60,Takeoff,VMC,1.0,0.0,0.0,0.0,2006
T210M,Standing,VMC,1.0,0.0,0.0,1.0,2006
7KCAB,Landing,VMC,0.0,0.0,0.0,1.0,2006
2150A,Maneuvering,VMC,1.0,0.0,0.0,0.0,2006
PA-18-150,Go-around,VMC,0.0,0.0,2.0,0.0,2006
35-33,Approach,VMC,0.0,1.0,1.0,2.0,2006
PA-28R-200,Approach,IMC,1.0,3.0,0.0,0.0,2006
U206,Unknown,VMC,1.0,0.0,0.0,0.0,2006
DH 125-3A,Unknown,VMC,0.0,0.0,0.0,8.0,2006
T206H,Landing,VMC,0.0,0.0,0.0,5.0,2006
76,Approach,VMC,0.0,0.0,0.0,2.0,2006
Thorp T-18,Landing,VMC,0.0,0.0,1.0,0.0,2006
TU206G,Approach,VMC,0.0,0.0,0.0,2.0,2006
RV-4,Landing,VMC,0.0,0.0,1.0,0.0,2006
Zenith CH 701,Approach,VMC,0.0,1.0,0.0,0.0,2006
150G,Standing,VMC,0.0,0.0,0.0,1.0,2006
PA-12,Maneuvering,VMC,1.0,1.0,0.0,0.0,2006
Acrojet Special,Approach,VMC,1.0,0.0,0.0,0.0,2006
7AC,Takeoff,VMC,0.0,1.0,0.0,0.0,2006
177A,Landing,VMC,0.0,0.0,0.0,1.0,2006
206B,Maneuvering,VMC,0.0,0.0,2.0,0.0,2006
R-44,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
170B,Takeoff,VMC,0.0,0.0,1.0,3.0,2006
150H,Cruise,VMC,0.0,2.0,0.0,0.0,2006
M20M,Landing,VMC,0.0,0.0,0.0,2.0,2006
PA-32-300,Cruise,VMC,0.0,0.0,0.0,2.0,2006
PA-18,Landing,VMC,0.0,0.0,1.0,1.0,2006
PA-23-250,Unknown,VMC,1.0,0.0,0.0,0.0,2006
M20J,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
208B,Unknown,VMC,3.0,0.0,0.0,0.0,2006
369D,Maneuvering,VMC,0.0,0.0,0.0,3.0,2006
Falco F8L,Takeoff,VMC,0.0,1.0,0.0,0.0,2006
180,Takeoff,VMC,0.0,1.0,1.0,0.0,2006
UH-1H,Cruise,VMC,0.0,0.0,3.0,1.0,2006
M20M,Landing,VMC,0.0,0.0,0.0,4.0,2006
206B,Unknown,VMC,0.0,0.0,2.0,2.0,2006
310D,Takeoff,VMC,2.0,0.0,0.0,0.0,2006
T210N,Unknown,VMC,5.0,0.0,0.0,0.0,2006
206B,Maneuvering,VMC,1.0,2.0,0.0,0.0,2006
7GCBC,Maneuvering,VMC,0.0,0.0,0.0,1.0,2006
172L,Go-around,VMC,0.0,0.0,1.0,2.0,2006
A185E,Landing,VMC,1.0,0.0,1.0,0.0,2006
172H,Takeoff,VMC,0.0,1.0,0.0,0.0,2006
P35,Cruise,VMC,0.0,0.0,0.0,2.0,2006
AL-3,Landing,VMC,0.0,0.0,0.0,1.0,2006
Royal T,Maneuvering,VMC,3.0,0.0,0.0,0.0,2006
A36,Descent,VMC,2.0,2.0,0.0,0.0,2006
CJ-6,Cruise,VMC,0.0,0.0,0.0,1.0,2006
Navion,Cruise,VMC,1.0,1.0,0.0,0.0,2006
XL2,Landing,VMC,0.0,0.0,0.0,1.0,2006
180K,Takeoff,VMC,1.0,1.0,0.0,0.0,2006
Acro II,Approach,VMC,0.0,1.0,1.0,0.0,2006
Chinook Plus 2,Takeoff,VMC,0.0,0.0,1.0,0.0,2006
180,Landing,VMC,0.0,0.0,0.0,1.0,2006
195,Takeoff,VMC,0.0,0.0,0.0,2.0,2006
Dream Machine,Maneuvering,VMC,1.0,0.0,0.0,0.0,2006
PA28-181,Go-around,VMC,0.0,0.0,0.0,4.0,2006
PA-28-161,Landing,VMC,0.0,0.0,0.0,2.0,2006
